Series Name,Series Code,Country Name,Country Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CO2 emissions (kt),EN.ATM.CO2E.KT,Oman,OMN,52380,58650,60990,64470,68300,69540,69900,73370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pakistan,PAK,141640,143750,145100,153670,163590,180570,197700,208370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Palau,PLW,220,210,220,220,220,260,270,290,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Panama,PAN,9990,10460,10610,11280,10700,10770,10250,10140,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Papua New Guinea,PNG,5150,4900,5230,5870,6430,7630,7700,7460,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Paraguay,PRY,5220,5180,5300,5630,6370,7150,8000,8420,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Peru,PER,48580,48370,49520,52810,53820,56530,53990,54280,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Philippines,PHL,84470,88060,97800,104410,113670,124920,136590,142240,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Poland,POL,310590,303350,298330,285740,289050,299740,312820,312740,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Portugal,PRT,49870,48220,46560,45930,49850,48760,53330,49780,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Qatar,QAT,65770,73290,74600,80400,83310,85280,87680,90170,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Romania,ROU,83950,81730,72010,71410,72900,71140,74100,74880,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Russian Federation,RUS,1661780,1666860,1624020,1606860,1557530,1530900,1557190,1607550,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Rwanda,RWA,650,720,780,810,930,1050,1050,1080,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Samoa,WSM,200,200,200,210,240,300,300,320,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sao Tome and Principe,STP,100,120,120,120,120,120,130,140,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Saudi Arabia,SAU,456670,488750,499380,536810,561140,556740,540700,514600,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Senegal,SEN,7570,7460,8010,8570,9280,9920,9570,9860,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Serbia,SRB,50810,45450,46150,38720,45160,46240,46900,45540,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Seychelles,SYC,400,450,410,460,500,540,590,620,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sierra Leone,SLE,770,890,1070,1180,940,960,970,1020,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Singapore,SGP,44770,43690,43920,44460,45500,46160,47430,47360,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovak Republic,SVK,34130,32370,32940,30450,30750,31500,33580,33000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovenia,SVN,15730,15170,14600,13170,13170,13930,14140,14050,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Solomon Islands,SLB,350,360,390,340,310,360,350,370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Somalia,SOM,630,630,650,650,650,660,660,690,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Africa,ZAF,409120,426710,436870,447980,424880,425180,435140,433250,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Sudan,SSD,0,1420,1450,1530,1970,1730,1520,1380,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Spain,ESP,274400,269270,242800,240960,256280,247030,263440,258340,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sri Lanka,LKA,15420,16830,14480,17600,20360,21930,23310,21630,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Kitts and Nevis,KNA,260,350,230,230,240,250,240,260,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Lucia,LCA,380,520,320,360,380,350,370,390,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Vincent and the Grenadines,VCT,230,400,220,290,220,270,270,280,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sudan,SDN,15350,15210,14500,15330,17800,20480,20340,20200,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Suriname,SUR,1950,2440,2290,2640,2750,2310,2130,2080,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sweden,SWE,44590,42150,40550,39100,39200,38790,38330,36000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Switzerland,CHE,41190,42470,43480,39730,39030,39610,38620,37480,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Syrian Arab Republic,SYR,55920,45990,30530,27070,26040,26460,29100,27910,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tajikistan,TJK,2540,2990,3160,4470,4760,5960,6370,7330,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tanzania,TZA,8160,9870,10810,10720,11690,10920,11360,11580,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Thailand,THA,234620,252070,262460,258660,263080,260720,260660,257860,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Timor-Leste,TLS,250,300,460,530,610,690,600,640,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Togo,TGO,2510,2230,1750,1590,1820,2300,2070,2260,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tonga,TON,110,110,120,110,110,150,180,190,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Trinidad and Tobago,TTO,23190,22120,22730,21920,21260,18230,18190,17760,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tunisia,TUN,25720,26680,26770,28830,29670,28990,29890,29980,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkey,TUR,317720,328880,318170,340640,351590,374590,415900,412970,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkmenistan,TKM,63410,66300,67780,69490,72080,72020,71960,71730,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tuvalu,TUV,10,10,10,10,10,10,10,10,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uganda,UGA,4160,3910,4270,4740,4860,5670,5840,6130,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ukraine,UKR,283520,277290,268600,237610,190870,201250,174840,185370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Arab Emirates,ARE,166320,175730,184100,183840,194040,199460,208250,200300,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Kingdom,GBR,444420,467080,453060,414850,400370,378890,366380,358800,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United States,USA,5172100,4950210,5089500,5102580,4982790,4888640,4813720,4981300,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uruguay,URY,7610,8520,7360,6500,6590,6530,6080,6520,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uzbekistan,UZB,125040,111290,113130,105410,101530,107350,111380,112090,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Vanuatu,VUT,130,120,110,160,140,180,170,180,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Venezuela, RB",VEN,170180,183930,187680,188350,173880,162060,148740,138160,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Vietnam,VNM,149020,147270,153630,168560,209200,223870,222130,257860,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Yemen, Rep.",YEM,20690,19680,26350,26710,14210,10880,10060,9310,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Zambia,ZMB,3060,4020,4240,4800,5070,5590,6990,7740,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Zimbabwe,ZWE,11490,12110,12360,12150,12400,10990,10230,12270,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Africa Eastern and Southern,AFE,535604.3575,559333.8573,580510.925,601860.164,586385.004,592299.594,601323.3947,600351.1333,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Africa Western and Central,AFW,179070,181740,191990,198440,193060,195120,201900,224380,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Arab World,ARB,1564748.613,1675996.995,1706809.492,1784413.198,1828844.257,1846600.611,1865421.544,1863603.727,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Caribbean small states,CSS,41140,42870,41400,40210,39450,36580,35670,36920,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Central Europe and the Baltics,CEB,708790,682080,656190,635680,645360,656330,680750,676470,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Early-demographic dividend,EAR,6097436.462,6382099.558,6455620.422,6786314.147,6852436.874,6961236.541,7207207.079,7400359.524,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific,EAS,13409665.63,13756716.1,14185336.65,14155188.45,14136568.74,14170430.39,14433707.89,14810056.87,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific (excluding high income),EAP,10505942.73,10794379.67,11202249.48,11235090.27,11228610.12,11254610.74,11507916.84,11907866.46,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,East Asia & Pacific (IDA & IBRD countries),TEA,10468910,10755870,11174430,11203670,11203310,11224570,11485600,11889820,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Euro area,EMU,2408310,2379020,2332350,2208030,2256340,2253030,2256530,2207420,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia,ECS,6555060.508,6516141.965,6383963.134,6107967.965,6069600.25,6089580.306,6148128.377,6142069.263,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia (excluding high income),ECA,3042250.958,3033362.49,2973728.588,2886246.825,2807994.237,2837305.137,2893251.378,2949087.39,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Europe & Central Asia (IDA & IBRD countries),TEC,3371465.474,3353744.434,3288680.467,3187913.964,3113343.346,3153613.884,3223185.746,3278021.798,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,European Union,EUU,3117130,3057640,2983560,2838990,2896820,2904100,2926600,2871000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Fragile and conflict affected situations,FCS,678687.0623,723565.5121,745929.3385,772835.1806,731376.5571,733331.8644,745603.454,771602.9297,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Heavily indebted poor countries (HIPC),HPC,157750,164190,169460,179610,188990,197520,204450,211980,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,High income,HIC,12779818.17,12635662.58,12733610.92,12533637.72,12490171.94,12388259.19,12320925.43,12366368.33,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IBRD only,IBD,18689600,19263990,19763900,19941800,19845450,19902630,20344460,20938730,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA & IBRD total,IBT,19417415.83,19985125.2,20501044.18,20703760.95,20620736.74,20724486.98,21220900.87,21860535.52,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA blend,IDB,414270,400120,415140,423580,424310,449690,474460,505410,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA only,IDX,304298.5058,311456.6635,312058.0493,328591.0611,341495.3724,363012.7508,393010.6878,407199.3144,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,IDA total,IDA,720951.601,713695.6714,729482.9821,754423.0899,767965.1841,814983.2542,869798.9007,915178.5696,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Late-demographic dividend,LTE,13652799.99,13992356.85,14433608.55,14360887.37,14305417.45,14285376.58,14543128.4,14912796.92,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & Caribbean,LCN,1675332.222,1734371.901,1778631.33,1790321.349,1782849.902,1747810.34,1713340.032,1689187.436,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & Caribbean (excluding high income),LAC,1365790,1406200,1443720,1463440,1465780,1442170,1421350,1408370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latin America & the Caribbean (IDA & IBRD countries),TLA,1615470,1671480,1717780,1730430,1722720,1687450,1656490,1633250,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Least developed countries: UN classification,LDC,229443.8854,239989.6398,258124.5715,277684.8239,288955.9771,310386.3312,331230.3831,338640.0291,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Low & middle income,LMY,18883932.4,19446572.36,19948742.91,20175506.67,20092679.37,20201900.87,20687299.68,21334207.73,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Low income,LIC,185401.1468,175662.7587,156787.6151,163116.8819,147652.1684,156142.3985,152609.07,149413.7119,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lower middle income,LMC,4380573.046,4570086.198,4652369.53,4913355.869,4967186.18,5095344.999,5308121.501,5608350.968,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa,MEA,2181023.789,2307912.896,2351557.05,2443881.993,2477603.373,2495121.234,2529043.276,2531611.759,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa (excluding high income),MNA,1261561.943,1323819.537,1350387.744,1398812.554,1385493.214,1398550.798,1436132.88,1470946.392,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle East & North Africa (IDA & IBRD countries),TMN,1253100,1314940,1341330,1389430,1376200,1389170,1426500,1461080,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Middle income,MIC,18693794.25,19265560.2,19785934.27,20006403.94,19938728.79,20039600.99,20528219.19,21177938.67,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,North America,NAC,5722290.181,5499724.105,5648288.236,5666856.252,5543983.21,5441468.957,5378301.689,5558099.304,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Not classified,INX,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,OECD members,OED,12449720,12262310,12321670,12094430,12032840,11961830,11924640,11998460,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Other small states,OSS,166159.014,174865.0708,180585.3321,187039.4758,185983.8915,187944.2623,192096.227,197072.5527,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pacific island small states,PSS,2480,2410,2570,2760,2950,3490,3590,3780,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Post-demographic dividend,PST,11601466.66,11390512.97,11455005.42,11206623.98,11060907.27,10951803.36,10847669.69,10935463.93,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pre-demographic dividend,PRE,393254.7919,415673.5264,441800.7689,461688.9714,455631.6508,472632.5305,479921.5062,513004.5719,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Small states,SST,209810.3762,220175.3503,224574.4381,230018.0582,228390.9983,228009.3423,231343.8107,237761.658,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Asia,SAS,1991420,2145490,2203550,2389180,2422620,2479230,2622720,2770040,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Asia (IDA & IBRD),TSA,1991420,2145490,2203550,2389180,2422620,2479230,2622720,2770040,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa,SSF,713356.8377,739647.3326,771046.2194,798787.277,777968.888,785929.453,801739.7397,823424.7218,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa (excluding high income),SSA,712958.5851,739198.805,770638.2078,798329.0664,777470.2318,785390.5429,801150.5513,822805.4476,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sub-Saharan Africa (IDA & IBRD countries),TSS,713356.8377,739647.3326,771046.2194,798787.277,777968.888,785929.453,801739.7397,823424.7218,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Upper middle income,UMC,14312654.14,14694967.87,15132986.92,15092758.64,14971353.47,14944211.14,15220176.55,15569855.45,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,World,WLD,32004027.85,32444191.55,33053846.52,33085191.98,32943427.78,32940650.08,33351608.09,34041045.97,..,..
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 09/15/2021,,,,,,,,,,,,,
